num_iteration,attack_count,success_count,vanish_count,mislabel_count,mislabel_intended_count,sample_count,model_name,loss_target,attack_bbox,perturb_fun,arbitrary_bbox_length,boundary_distance
200,100,16,14,2,0,197,../mmdetection/configs/yolo/yolov3_d53_mstrain-608_273e_coco.py,untarget,ground_truth,perturb_inside,200,100
