num_iteration,attack_count,success_count,vanish_count,mislabel_count,mislabel_intended_count,sample_count,model_name,loss_target,attack_bbox,perturb_fun,arbitrary_bbox_length,boundary_distance
200,100,2,0,2,2,146,../mmdetection/configs/retinanet/retinanet_r50_fpn_1x_coco.py,mislabel,ground_truth,perturb_inside,200,50
