num_iteration,attack_count,success_count,vanish_count,mislabel_count,mislabel_intended_count,sample_count,model_name,loss_target,attack_bbox,perturb_fun,arbitrary_bbox_length,boundary_distance
200,100,23,4,19,19,102,../mmdetection/configs/cascade_rcnn/cascade_rcnn_r50_fpn_1x_coco.py,mislabel,ground_truth,perturb_inside,50,10
